episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S01E07,107,1,"00:06:53,887","00:06:57,799",DANIEL MOLLOY,"I have a plan, and it's gonna take both of us.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,108,1,"00:06:57,804","00:07:00,067",LOUIS DE POINTE DU LAC,Maybe start by telling me the plan?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,109,1,"00:07:07,901","00:07:10,072",DANIEL MOLLOY,You share a coffin with him.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,110,1,"00:07:10,077","00:07:11,769",LOUIS DE POINTE DU LAC,I don't talk in my sleep.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.91; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,111,1,"00:07:11,774","00:07:13,902",LESTAT DE LIONCOURT,You share a heart with him.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.20; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,112,1,"00:07:13,907","00:07:15,207",LOUIS DE POINTE DU LAC,I can cut it off.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.95; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,113,1,"00:07:15,212","00:07:17,340",LESTAT DE LIONCOURT,"No, Louis. You can't.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.04; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,114,1,"00:07:17,345","00:07:19,168",LOUIS DE POINTE DU LAC,You spend an hour alone with him,uncertain,best contextual candidate from text-only sources,recognition_margin=0.47; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,115,1,"00:07:19,173","00:07:21,039",LOUIS DE POINTE DU LAC,and you're breathing in sync together.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.47; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,116,1,"00:07:24,831","00:07:28,177",LOUIS DE POINTE DU LAC,The plan only works if he's distracted.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.14; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,117,1,"00:07:28,182","00:07:30,135",LESTAT DE LIONCOURT,I can pretend.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.56; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,118,1,"00:07:30,140","00:07:33,400",LOUIS DE POINTE DU LAC,"I used to see this woman, Lily, just to keep appearances.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.36; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,119,1,"00:07:33,405","00:07:35,184",LESTAT DE LIONCOURT,I can...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.56; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,119,2,"00:07:33,405","00:07:35,184",LOUIS DE POINTE DU LAC,He'll know.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.20; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,120,1,"00:07:35,189","00:07:37,317",LESTAT DE LIONCOURT,It'll only work if you give in.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.39; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,121,1,"00:07:37,322","00:07:39,884",LOUIS DE POINTE DU LAC,"Give him all your heart, and I'll do the rest.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,122,1,"00:07:43,719","00:07:45,586",LESTAT DE LIONCOURT,I can't do that.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.04; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,123,1,"00:07:45,591","00:07:49,024",LOUIS DE POINTE DU LAC,I'll lose myself in him.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.41; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,124,1,"00:07:49,029","00:07:52,157",LOUIS DE POINTE DU LAC,Leave a little shelf inside there for me.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,125,1,"00:07:52,162","00:07:56,161",LOUIS DE POINTE DU LAC,I'll jump back in and pull you out before I kill him.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.87; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,126,1,"00:07:56,166","00:07:57,989",LESTAT DE LIONCOURT,"Can you do that for us, Louis?",uncertain,best contextual candidate from text-only sources,recognition_margin=3.14; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | CLAUDIA
S01E07,127,1,"00:08:02,204","00:08:05,289",LOUIS DE POINTE DU LAC,Louis?,high,direct-address response context,,English,,
S01E07,128,1,"00:08:05,294","00:08:07,639",LOUIS DE POINTE DU LAC,"Yeah, I can do it.",high,direct-address response context,,English,,
S01E07,129,1,"00:08:13,836","00:08:16,399",DANIEL MOLLOY,"It's best to travel light, I think.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.03; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,130,1,"00:08:16,404","00:08:20,403",LESTAT DE LIONCOURT,Reduce our valuables to a few trunks each.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.79; no episode audio used,English,,TOM ANDERSON | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S01E07,131,1,"00:08:20,408","00:08:22,840",LOUIS DE POINTE DU LAC,What about Greece?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.02; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,132,1,"00:08:22,845","00:08:25,539",DANIEL MOLLOY,Cradle of Western Civilization.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | CLAUDIA
S01E07,133,1,"00:08:25,544","00:08:29,749",DANIEL MOLLOY,"Sun worshipers, hot springs.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,134,1,"00:08:30,331","00:08:32,502",LESTAT DE LIONCOURT,Those who must be kept.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.36; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,135,1,"00:08:32,507","00:08:33,764",LOUIS DE POINTE DU LAC,What was that?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.31; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,136,1,"00:08:33,769","00:08:34,844",LESTAT DE LIONCOURT,Nothing.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.05; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,137,1,"00:08:34,849","00:08:37,420",DANIEL MOLLOY,"Uh, if I know Italians, they'll be in Santorini",uncertain,best contextual candidate from text-only sources,recognition_margin=0.36; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,138,1,"00:08:37,425","00:08:39,422",DANIEL MOLLOY,with their guns out by the end of the year.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.36; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,139,1,"00:08:39,427","00:08:43,632",LESTAT DE LIONCOURT,"No, we must follow the geese to Buenos Aires.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.22; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,140,1,"00:08:44,345","00:08:47,299",LOUIS DE POINTE DU LAC,Bach. Always back to Bach.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.30; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,141,1,"00:08:47,304","00:08:49,084",DANIEL MOLLOY,Bach is beyond you.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,142,1,"00:08:49,089","00:08:51,608",LESTAT DE LIONCOURT,"Yes, the music of the master race is...",uncertain,best contextual candidate from text-only sources,recognition_margin=0.64; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,143,1,"00:08:51,613","00:08:55,133",LESTAT DE LIONCOURT,not made for these mongrel ears.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.64; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,144,1,"00:08:55,138","00:08:59,343",LESTAT DE LIONCOURT,You irritate me. Your very presence irritates me.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.07; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | DANIEL MOLLOY
S01E07,145,1,"00:08:59,348","00:09:02,041",LESTAT DE LIONCOURT,"I came to make peace with you, Uncle Les.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.35; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,146,1,"00:09:02,046","00:09:03,912",LESTAT DE LIONCOURT,Mm.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,147,1,"00:09:03,917","00:09:07,002",LESTAT DE LIONCOURT,"Sister, daughter, infant death, you must think me an idiot.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.20; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,148,1,"00:09:07,007","00:09:08,308",LOUIS DE POINTE DU LAC,Could you two please just...,uncertain,best contextual candidate from text-only sources,recognition_margin=1.46; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,150,1,"00:09:16,159","00:09:17,457",LOUIS DE POINTE DU LAC,Hmm.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.35; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,151,1,"00:09:32,654","00:09:35,304",LOUIS DE POINTE DU LAC,"I've a present for you, Lestat.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.33; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | CLAUDIA
S01E07,152,1,"00:09:35,309","00:09:37,175",LESTAT DE LIONCOURT,An idea.,high,direct-address response context,,English,,
S01E07,152,2,"00:09:35,309","00:09:37,175",LOUIS DE POINTE DU LAC,Hmm.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.36; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,153,1,"00:09:37,180","00:09:39,439",LESTAT DE LIONCOURT,An idea of yours?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.20; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,154,1,"00:09:39,444","00:09:42,964",LOUIS DE POINTE DU LAC,"It must be a small gift, then.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.53; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | DANIEL MOLLOY
S01E07,155,1,"00:09:42,969","00:09:45,183",LOUIS DE POINTE DU LAC,"A weak man slips a letter under his door,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.52; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,156,1,"00:09:45,188","00:09:47,925",LOUIS DE POINTE DU LAC,and the glorious vampire Lestat,uncertain,best contextual candidate from text-only sources,recognition_margin=0.52; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,157,1,"00:09:47,930","00:09:51,712",LOUIS DE POINTE DU LAC,runs like a rat to his hole.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.52; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,158,1,"00:09:51,717","00:09:54,366",DANIEL MOLLOY,"It's not fear, but wisdom that guides our departure.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,159,1,"00:09:54,371","00:09:57,326",DANIEL MOLLOY,It's heroic that we've lasted as long as we have.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.93; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,160,1,"00:09:57,331","00:09:58,980",LOUIS DE POINTE DU LAC,"Agreed, but...",uncertain,best contextual candidate from text-only sources,recognition_margin=0.20; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,161,1,"00:09:58,985","00:10:01,112",LOUIS DE POINTE DU LAC,shouldn't we leave on our own terms?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.20; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,162,1,"00:10:01,117","00:10:05,622",LESTAT DE LIONCOURT,Shouldn't we mock the city like we mock our victims?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.25; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,163,1,"00:10:06,253","00:10:08,729",LOUIS DE POINTE DU LAC,"You have something in mind, obviously.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.63; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,164,1,"00:10:08,734","00:10:10,426",LOUIS DE POINTE DU LAC,"Do nothing different,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.92; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,165,1,"00:10:10,431","00:10:12,384",LOUIS DE POINTE DU LAC,"settle our affairs, prepare to leave,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.92; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,166,1,"00:10:12,389","00:10:14,865",LOUIS DE POINTE DU LAC,"but on our last night, throw a party.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.92; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,167,1,"00:10:14,870","00:10:17,651",DANIEL MOLLOY,"We're pariahs, sister.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.33; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,168,1,"00:10:17,656","00:10:20,001",LESTAT DE LIONCOURT,No one's comin' to a party thrown by freaks.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,169,1,"00:10:20,006","00:10:21,306",LESTAT DE LIONCOURT,Precisely.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,170,1,"00:10:21,311","00:10:23,004",LOUIS DE POINTE DU LAC,It's in the dying man's letter.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.26; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,171,1,"00:10:23,009","00:10:25,572",LOUIS DE POINTE DU LAC,They want to know our secret.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.40; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,172,1,"00:10:25,577","00:10:28,749",LOUIS DE POINTE DU LAC,They think we've got the fountain of youth in here.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.52; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,173,1,"00:10:28,754","00:10:32,579",DANIEL MOLLOY,They don't know they're the fountain.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.07; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
